//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
PI|Luís Correia                |64220000|2205706
PI|Luzilândia                  |64160000|2205805
PI|Madeiro                     |64168000|2205854
PI|Manoel Emídio               |64875000|2205904
PI|Marcolândia                 |64685000|2205953
PI|Marcos Parente              |64845000|2206001
PI|Massapê do Piauí            |64573000|2206050
PI|Matias Olímpio              |64150000|2206100
PI|Miguel Alves                |64130000|2206209
PI|Miguel Leão                 |64445000|2206308
PI|Milton Brandão              |64253000|2206357
PI|Monsenhor Gil               |64450000|2206407
PI|Monsenhor Hipólito          |64650000|2206506
PI|Monte Alegre do Piauí       |64940000|2206605
PI|Morro Cabeça no Tempo       |64968000|2206654
PI|Morro do Chapéu do Piauí    |64178000|2206670
PI|Murici dos Portelas         |64175000|2206696
PI|Nazaré do Piauí             |64825000|2206704
PI|Nossa Senhora de Nazaré     |64288000|2206753
PI|Nossa Senhora dos Remédios  |64140000|2206803
PI|Nova Santa Rita             |64764000|2207959
PI|Novo Nilo                   |64125000|0000000
PI|Novo Oriente do Piauí       |64530000|2206902
PI|Novo Santo Antônio          |64365000|2206951
PI|Oeiras                      |64500000|2207009
PI|Olho D'Água do Piauí        |64468000|2207108
PI|Padre Marcos                |64680000|2207207
PI|Paes Landim                      |64710000|2207306
PI|Pajeú do Piauí                   |64898000|2207355
PI|Palmeira do Piauí                |64925000|2207405
PI|Palmeirais                       |64420000|2207504
PI|Paquetá                          |64618000|2207553
PI|Parnaguá                         |64970000|2207603
PI|Parnaíba                         |00000000|2207702
PI|Passagem Franca do Piauí         |64395000|2207751
PI|Patos do Piauí                   |64580000|2207777
PI|Pau D'Arco do Piauí              |64295000|2207793
PI|Paulistana                       |64750000|2207801
PI|Pavussu                          |64838000|2207850
PI|Pedro II                         |64255000|2207900
PI|Pedro Laurentino                 |64728000|2207934
PI|Picos                            |64600000|2208007
PI|Pimenteiras                      |64320000|2208106
PI|Pio IX                           |64660000|2208205
PI|Piracuruca                       |64240000|2208304
PI|Piripiri                         |64260000|2208403
PI|Porto                            |64145000|2208502
PI|Porto Alegre do Piauí            |64858000|2208551
PI|Prata do Piauí                   |64370000|2208601
PI|Queimada Nova                    |64758000|2208650
PI|Redenção do Gurguéia             |64915000|2208700
PI|Regeneração                      |64490000|2208809
PI|Riacho Frio                      |64975000|2208858
PI|Ribeira do Piauí                 |64725000|2208874
PI|Ribeiro Gonçalves                |64865000|2208908
PI|Rio Grande do Piauí              |64835000|2209005
PI|Santa Cruz do Piauí              |64545000|2209104
PI|Santa Cruz dos Milagres          |64315000|2209153
PI|Santa Filomena                   |64945000|2209203
PI|Santa Luz                        |64910000|2209302
PI|Santa Rosa do Piauí              |64518000|2209377
PI|Santana do Piauí                 |64615000|2209351
PI|Santo Antônio de Lisboa          |64640000|2209401
PI|Santo Antônio dos Milagres       |64438000|2209450
PI|Santo Inácio do Piauí            |64560000|2209500
PI|São Braz do Piauí                |64783000|2209559
PI|São Félix do Piauí               |64375000|2209609
PI|São Francisco de Assis do Piauí  |64745000|2209658
PI|São Francisco do Piauí           |64550000|2209708
PI|São Gonçalo do Gurguéia          |64993000|2209757
PI|São Gonçalo do Piauí             |64435000|2209807
PI|São João da Canabrava            |64635000|2209856
PI|São João da Fronteira            |64243000|2209872
PI|São João da Serra                |64350000|2209906
PI|São João da Varjota              |64510000|2209955
PI|São João do Arraial              |64155000|2209971
PI|São João do Piauí                |64760000|2210003
PI|São José do Divino               |64245000|2210052
PI|São José do Peixe                |64555000|2210102
PI|São José do Piauí                |64625000|2210201
PI|São Julião                       |64670000|2210300
PI|São Lourenço do Piauí            |64778000|2210359
PI|São Luís do Piauí                |64638000|2210375
PI|São Miguel da Baixa Grande       |64378000|2210383
PI|São Miguel do Fidalgo            |64558000|2210391
PI|São Miguel do Tapuio             |64330000|2210409
PI|São Pedro do Piauí     |64430000|2210508
PI|São Raimundo Nonato    |64770000|2210607
PI|Sebastião Barros       |64985000|2210623
PI|Sebastião Leal         |64873000|2210631
PI|Sigefredo Pacheco      |64285000|2210656
PI|Simões                 |64585000|2210706
PI|Simplício Mendes       |64700000|2210805
PI|Socorro do Piauí       |64720000|2210904
PI|Sussuapara             |64610000|2210938
PI|Tamboril do Piauí      |64893000|2210953
PI|Tanque do Piauí        |64512000|2210979
PI|Teresina               |00000000|2211001
PI|União                  |64120000|2211100
PI|Uruçuí                 |64860000|2211209
PI|Valença do Piauí       |64300000|2211308
PI|Várzea Branca          |64773000|2211357
PI|Várzea Grande          |64525000|2211407
PI|Vera Mendes            |64568000|2211506
PI|Vila Nova do Piauí     |64688000|2211605
PI|Wall Ferraz            |64548000|2211704
PR|4º. Centenário         |87365000|0000000
PR|Abapã                  |84185000|0000000
PR|Abatiá                 |86460000|4100103
PR|Acampamento das Minas  |84277500|0000000
PR|Açungui                |83550000|0000000
PR|Adhemar de Barros      |87895000|0000000
PR|Adrianópolis           |83490000|4100202
PR|Agostinho              |84194200|0000000
PR|Água Azul              |83770000|0000000
PR|Água Boa               |87145000|0000000
PR|Água Branca            |85139500|0000000
PR|Água Mineral           |85126000|0000000
PR|Água Vermelha          |84197700|0000000
PR|Agudos do Sul          |83850000|4100301
PR|Alecrim                |84284000|0000000
PR|Alexandra              |83250000|0000000
PR|Almirante Tamandaré    |00000000|4100400
PR|Altamira do Paraná     |85280000|4100459
PR|Altaneira              |87108000|0000000
PR|Alto Alegre            |87523200|0000000
PR|Alto Alegre            |86695000|0000000
PR|Alto Alegre do Iguaçu  |85794000|0000000
PR|Alto Amparo            |84277700|0000000
PR|Alto do Amparo         |84305000|0000000
PR|Alto Pará              |85823950|0000000
PR|Alto Paraíso           |00000000|4128625
PR|Alto Paraná            |87750000|4100608
PR|Alto Piquiri           |87580000|4100707
PR|Alto Porã              |86875000|0000000
PR|Alto Sabiá             |85138400|0000000
PR|Alto Santa Fé          |85931000|0000000
PR|Alto São João          |87323000|0000000
PR|Altônia                |87550000|4100509
PR|Alvorada do Iguaçu     |85872000|0000000
PR|Alvorada do Sul        |86150000|4100806
PR|Amaporã                |87850000|4100905
PR|Amorinha               |84910000|0000000
PR|Ampére                 |85640000|4101002
PR|Anahy                  |85425000|4101051
PR|Andirá                       |86380000|4101101
PR|Andorinhas                   |84194500|0000000
PR|Angai                        |84538000|0000000
PR|Ângulo                       |86755000|4101150
PR|Antas                        |85322000|0000000
PR|Antas                        |84277000|0000000
PR|Antonina                     |83370000|4101200
PR|Antônio Brandão de Oliveira  |86213000|0000000
PR|Antônio Olinto               |83980000|4101309
PR|Anunciação                   |85654000|0000000
PR|Aparecida do Oeste           |87455000|0000000
PR|Apiaba                       |84433000|0000000
PR|Apucarana                    |00000000|4101408
PR|Aquidaban                    |86995000|0000000
PR|Aranha                       |83419000|0000000
PR|Arapongas                    |00000000|4101507
PR|Arapoti                      |84990000|4101606
PR|Arapuã                       |86884000|4101655
PR|Arapuan                      |87385000|0000000
PR|Ararapira                    |83393000|0000000
PR|Araruna                      |87260000|4101705
PR|Araucária                    |00000000|4101804
PR|Areia Branca dos Assis       |83810000|0000000
PR|Areias                       |84198400|0000000
PR|Aricanduva                   |86719000|0000000
PR|Ariranha do Ivaí             |86880000|4101853
PR|Aroeira                      |85822800|0000000
PR|Arquimedes                   |85824750|0000000
PR|Assaí                        |86220000|4101903
PR|Assis Chateaubriand          |85935000|4102000
PR|Astorga                      |86730000|4102109
PR|Atalaia                      |87630000|4102208
PR|Aurora do Iguaçu             |85878000|0000000
PR|Bairro Cachoeira             |85137600|0000000
PR|Bairro do Felisberto         |84277300|0000000
PR|Bairro Limoeiro              |86102000|0000000
PR|Balsa Nova                   |83650000|4102307
PR|Bandeirantes                 |86360000|4102406
PR|Bandeirantes d'Oeste         |87368000|0000000
PR|Banhado                      |85138700|0000000
PR|Barão de Lucena              |87610000|0000000
PR|Barbosa Ferraz               |86960000|4102505
PR|Barra Bonita                 |85609100|0000000
PR|Barra Bonita                 |85245000|0000000
PR|Barra do Jacaré              |86385000|4102703
PR|Barra Grande                 |84125900|0000000
PR|Barra Grande                 |85752000|0000000
PR|Barra Grande                 |85584000|0000000
PR|Barra Santa Salete           |85265000|0000000
PR|Barracão                     |85700000|4102604
PR|Barras                       |87316600|0000000
PR|Barreiro                     |85822950|0000000
PR|Barreiro                     |85136000|0000000
PR|Barreiro                     |84380000|0000000
PR|Barreiro das Frutas          |87315600|0000000
PR|Barreiros                    |86817500|0000000
PR|Barrinha                     |84197200|0000000
PR|Barro Preto                  |86119000|0000000
PR|Barro Preto                  |85822700|0000000
PR|Barro Preto                  |83153000|0000000
PR|Bateias                      |83648000|0000000
PR|Baulândia                    |85613000|0000000
PR|Bela Vista                   |85406000|0000000
PR|Bela Vista                   |85267000|0000000
PR|Bela Vista da Caroba         |00000000|4102752
PR|Bela Vista do Caroba         |85745000|0000000
PR|Bela Vista do Ivaí           |86953000|0000000
PR|Bela Vista do Paraíso        |86130000|4102802
PR|Bela Vista do Piquiri        |87347000|0000000
PR|Bela Vista do Tapiracui      |87440000|0000000
PR|Bentópolis                   |86625000|0000000
PR|Bernardelli                  |87805000|0000000
PR|Betaras                      |83531000|0000000
PR|Bituruna                     |84640000|4102901
PR|Boa Esperança                |87317000|4103008
PR|Boa Esperança                |87390000|4103008
PR|Boa Esperança do Iguaçu      |85680000|4103024
PR|Boa Ventura de São Roque     |85225000|4103040
PR|Boa Vista                    |85514400|0000000
PR|Boa Vista                    |84125400|0000000
PR|Boa Vista                    |85926850|0000000
PR|Boa Vista                    |83649000|0000000
PR|Boa Vista                    |85258000|0000000
PR|Boa Vista da Aparecida       |85780000|4103057
PR|Bocaina                      |84125200|0000000
PR|Bocaiúva do Sul              |83450000|4103107
PR|Bom Jardim do Sul            |84465000|0000000
PR|Bom Jesus do Sul             |85708000|4103156
PR|Bom Progresso                |86728000|0000000
PR|Bom Retiro                   |85514250|0000000
PR|Bom Retiro                   |85122000|0000000
PR|Bom Retiro                   |85823700|0000000
PR|Bom Retiro                   |85175000|0000000
PR|Bom Sucesso                  |85139900|4103206
PR|Bom Sucesso                  |86940000|4103206
PR|Bom Sucesso do Sul           |85515000|4103222
PR|Borda do Campo               |83425000|0000000
PR|Borman                       |85405000|0000000
PR|Borrazópolis                 |86925000|4103305
PR|Botuquara                    |84126600|0000000
PR|Bourbonia                    |86963000|0000000
PR|Braganey                     |85430000|4103354
PR|Bragantina                   |85937000|0000000
PR|Brasilândia do Sul           |87595000|4103370
PR|Bugre                        |83660000|0000000
PR|Bulcão                       |84193800|0000000
PR|Cabrito                      |87729800|0000000
PR|Cacatu                       |83375000|0000000
PR|Cachoeira                    |85823750|0000000
PR|Cachoeira de Cima            |83380000|0000000
PR|Cachoeira de São José        |83181000|0000000
PR|Cachoeira do Espírito Santo  |86415000|0000000
PR|Cachoeirinha                 |85514500|0000000
PR|Cachoeirinha                 |85139300|0000000
PR|Cadeadinho                   |84518000|0000000
PR|Caetano Mendes               |84315000|0000000
PR|Cafeara                      |86640000|4103404
PR|Cafeeiros                    |87405000|0000000
PR|Cafelândia                |85415000|4103453
PR|Cafezal do Sul            |87565000|4103479
PR|Caitá                     |83920000|0000000
PR|Califórnia                |86820000|4103503
PR|Calógeras                 |84995000|0000000
PR|Cambará                   |86390000|4103602
PR|Cambé                     |00000000|4103701
PR|Cambiju                   |84127700|0000000
PR|Cambira                   |86890000|4103800
PR|Campestrinho              |83729900|0000000
PR|Campina                   |85107000|0000000
PR|Campina                   |83649350|0000000
PR|Campina                   |83159000|0000000
PR|Campina da Lagoa          |87345000|4103909
PR|Campina do Miranguava     |83154000|0000000
PR|Campina do Simão          |85148000|4103958
PR|Campina dos Furtados      |83161000|0000000
PR|Campina Grande do Sul     |83430000|4104006
PR|Campinas                  |83649900|0000000
PR|Campo Bonito              |85450000|4104055
PR|Campo do Meio             |84128400|0000000
PR|Campo do Tenente          |83870000|4104105
PR|Campo Largo               |00000000|4104204
PR|Campo Largo da Roseira    |83183000|0000000
PR|Campo Magro               |83535000|4104253
PR|Campo Mourão              |00000000|4104303
PR|Cândido de Abreu          |84470000|4104402
PR|Candói                    |85140000|4104428
PR|Canela                    |85612000|0000000
PR|Cantagalo                 |85160000|4104451
PR|Canzianópolis             |85735000|0000000
PR|Capanema                  |85760000|4104501
PR|Capão Alto                |85138800|0000000
PR|Capão Alto                |84196000|0000000
PR|Capão Bonito              |85138500|0000000
PR|Capão da Lagoa            |85120000|0000000
PR|Capão Grande              |84127500|0000000
PR|Capão Rico                |85121000|0000000
PR|Capitão Leônidas Marques  |85790000|4104600
PR|Capivara                  |83534000|0000000
PR|Capoeirinha               |84199400|0000000
PR|Cara Pintado              |85106000|0000000
PR|CaráCará                  |84126900|0000000
PR|Carajá                    |85837000|0000000
PR|Carambeí                  |84145000|4104659
PR|Caramuru                  |86199600|0000000
PR|Caratuva                  |84998000|0000000
PR|Carazinho                 |84127200|0000000
PR|Carbonera                 |87483000|0000000
PR|Carlópolis                |86420000|4104709
PR|Casa Nova                 |84194400|0000000
PR|Cascatinha                |86199400|0000000
PR|Cascavel                  |00000000|4104808
PR|Castro                    |00000000|4104907
PR|Catanduvas                |85470000|4105003
PR|Catanduvas                |84199800|4105003
PR|Catanduvas do Sul         |83740000|0000000
PR|Catarinenses              |87724000|0000000
PR|Caxambu                   |84194300|0000000
PR|Centenário                |84126200|0000000
PR|Centenário do Sul         |86630000|4105102
PR|Central Lupion            |85823600|0000000
PR|Centralito                |85823500|0000000
PR|Centro Novo               |85754000|0000000
PR|Cerne                     |83649450|0000000
PR|Cerrado Grande            |84126400|0000000
PR|Cerro Azul                |83570000|4105201
PR|Cerro Velho               |84127300|0000000
PR|Céu Azul                  |85840000|4105300
PR|Chopinzinho               |85560000|4105409
PR|Cianorte                  |87200000|4105508
PR|Cidade Gaúcha             |87820000|4105607
PR|Cintra Pimentel           |87975000|0000000
PR|Clevelândia               |85530000|4105706
PR|Coitinho                  |85137500|0000000
PR|Colombo                   |00000000|4105805
PR|Colônia Acioli            |83151000|0000000
PR|Colônia Castelhanos       |83165000|0000000
PR|Colônia Castrolânda       |84196200|0000000
PR|Colônia Centenário        |85822550|0000000
PR|Colônia Cristina          |83729000|0000000
PR|Colônia Dom Carlos        |85514100|0000000
PR|Colônia Esperança         |85822900|0000000
PR|Colônia General Carneiro  |84662000|0000000
PR|Colônia Iapó              |84193500|0000000
PR|Colônia Melissa           |85822650|0000000
PR|Colônia Murici            |83185000|0000000
PR|Colônia Padre Paulo       |83855000|0000000
PR|Colônia Pereira           |83251850|0000000
PR|Colônia Santos Andrade    |83162000|0000000
PR|Colônia São José          |85823650|0000000
PR|Colônia Sapucaí           |85822750|0000000
PR|Colônia Saúde             |86118000|0000000
PR|Colônia Tapera            |84127100|0000000
PR|Colorado                  |86690000|4105904
PR|Comur                     |87870000|0000000
PR|Conceição                 |84196500|0000000
PR|Conchas Velhas            |84126000|0000000
PR|Conciolândia              |85743000|0000000
PR|Congonhas                 |86305000|0000000
PR|Congonhinhas              |86320000|4106001
PR|Conselheiro Mairinck      |86480000|4106100
PR|Conselheiro Zacarias      |86440000|0000000
PR|Contenda                  |83730000|4106209
PR|Copacabana do Norte       |87195000|0000000
PR|Corbélia                  |85420000|4106308
PR|Cornélio Procópio         |86300000|4106407
PR|Coronel Domingos Soares   |85557000|4106456
PR|Coronel Firmino Martins   |85536000|0000000
PR|Coronel Vivida            |85550000|4106506
PR|Correia de Freitas        |86816000|0000000
PR|Corumbataí do Sul         |86970000|4106555
PR|Corvo                     |85111000|0000000
PR|Costeira                  |83729700|0000000
PR|Covó                      |85545000|0000000
PR|Coxilha Rica              |85582000|0000000
PR|Cristo Rei                |87728000|0000000
PR|Cristo Rei                |85763000|0000000
PR|Cruz Machado             |84620000|4106803
PR|Cruzeiro do Iguaçu       |85598000|4106571
PR|Cruzeiro do Norte        |86285000|0000000
PR|Cruzeiro do Oeste        |87400000|4106605
PR|Cruzeiro do Sul          |87650000|4106704
PR|Cruzmaltina              |86855000|4106852
PR|Cunhaporanga             |84193900|0000000
PR|Curitiba                 |00000000|4106902
PR|Curiúva                  |84280000|4107009
PR|Curucaca                 |85138200|0000000
PR|Deputado José Afonso     |87726000|0000000
PR|Despique                 |83158000|0000000
PR|Dez de Maio              |85920000|0000000
PR|Diamante d'Oeste         |85896000|4107157
PR|Diamante do Norte        |87990000|4107108
PR|Diamante do Sul          |85408000|4107124
PR|Doce Grande              |83843000|0000000
PR|Dois Irmãos              |85923000|0000000
PR|Dois Irmãos              |85571000|0000000
PR|Dois Marcos              |85926550|0000000
PR|Dois Vizinhos            |85660000|4107207
PR|Dom Rodrigo              |83649650|0000000
PR|Dorizon                  |84574000|0000000
PR|Douradina                |87485000|4107256
PR|Doutor Antônio Paranhos  |85579000|0000000
PR|Doutor Camargo           |87155000|4107306
PR|Doutor Ernesto           |85926500|0000000
PR|Doutor Oliveira Castro   |85985000|0000000
PR|Doutor Ulysses           |83590000|4128633
PR|Eduardo Xavier da Silva  |84210000|0000000
PR|Emboguaçu                |83251250|0000000
PR|Emboque                  |83319600|0000000
PR|Emboque                  |83150000|0000000
PR|Encantado d'Oeste        |85936000|0000000
PR|Encruzilhada             |85514900|0000000
PR|Encruzilhada             |85138900|0000000
PR|Enéas Marques            |85630000|4107405
PR|Engenheiro Beltrão       |87270000|4107504
PR|Entre Rios               |85108000|0000000
PR|Entre Rios do Oeste      |85988000|4107538
PR|Esperança do Norte       |86155000|0000000
PR|Esperança Nova           |87545000|4107520
PR|Espigão Alto do Iguaçu   |85465000|4107546
PR|Espírito Santo           |86106000|0000000
PR|Estação General Lúcio    |83729500|0000000
PR|Estação Roça Nova        |83319000|0000000
PR|Europa                   |83251400|0000000
PR|Euzébio de Oliveira      |84912000|0000000
PR|Faisqueira               |84279800|0000000
PR|Farol                    |87325000|4107553
PR|Faxina                   |83163000|0000000
PR|Faxinal                  |86840000|4107603
PR|Faxinal do Céu           |85180000|0000000
PR|Faxinal dos Elias        |85124000|0000000
PR|Faxinal Santa Cruz       |84128600|0000000
PR|Fazenda do Brigadeiro    |85824850|0000000
PR|Fazenda dos Barbosas     |85137200|0000000
PR|Fazenda Jangada          |85824800|0000000
PR|Fazenda Rio Grande       |83820000|4107652
PR|Fazenda Salmo 23                        |87523700|0000000
PR|Fazendinha                              |85609700|0000000
PR|Felpudo                                 |83649700|0000000
PR|Fênix                                   |86950000|4107702
PR|Fernandes Pinheiro                      |84535000|4107736
PR|Fernão Dias                             |86765000|0000000
PR|Ferraria                                |83644000|0000000
PR|Ferreiras                               |84125700|0000000
PR|Figueira                                |84285000|4107751
PR|Figueira do Oeste                       |87277000|0000000
PR|Fiusas                                  |85123000|0000000
PR|Flor da Serra                           |85886000|0000000
PR|Flor da Serra do Sul                    |85618000|4107850
PR|Floraí                                  |87185000|4107801
PR|Floresta                                |87120000|4107900
PR|Florestópolis                           |86165000|4108007
PR|Floriano                                |87105000|0000000
PR|Flórida                                 |86780000|4108106
PR|Florópolis                              |87668000|0000000
PR|Fluviópolis                             |83930000|0000000
PR|Formigone                               |87523300|0000000
PR|Formosa do Oeste                        |85830000|4108205
PR|Foz do Iguaçu                           |00000000|4108304
PR|Foz do Jordão                           |85145000|4108452
PR|Francisco Alves                         |87570000|4108320
PR|Francisco Beltrão                       |00000000|4108403
PR|Francisco Frederico Teixeira Guimarães  |85556000|0000000
PR|Frei Timóteo                            |86215000|0000000
PR|Fueros                                  |85116000|0000000
PR|Fundão                                  |84194900|0000000
PR|Gamadinho                               |85824600|0000000
PR|Gamela                                  |83156000|0000000
PR|Gaúcha                                  |85609500|0000000
PR|Gavião                                  |85325000|0000000
PR|Gavião                                  |85678000|0000000
PR|General Carneiro                        |84660000|4108502
PR|General Osório                          |85927550|0000000
PR|Geremia Lunardelli                      |87333000|0000000
PR|Godoy Moreira                           |86938000|4108551
PR|Goioerê                                 |87360000|4108601
PR|Goioxim                                 |85162000|4108650
PR|Góis                                    |85103000|0000000
PR|Gonçalves Júnior                        |84507000|0000000
PR|Graciosa                                |87722000|0000000
PR|Grandes Rios                            |86845000|4108700
PR|Guaiporã                                |87567000|0000000
PR|Guaíra                                  |85980000|4108809
PR|Guairaçá                                |85113000|4108908
PR|Guairaçá                                |86114000|4108908
PR|Guairaçá                                |87880000|4108908
PR|Guajuvira                               |83725000|0000000
PR|Guamiranga                              |84435000|4108957
PR|Guamirim                                |84510000|0000000
PR|Guapirama                               |86465000|4109005
PR|Guaporé                                 |85407000|0000000
PR|Guaporema                               |87810000|4109104
PR|Guará                                   |85110000|0000000
PR|Guaraci                                 |86620000|4109203
PR|Guaragi                                 |84120000|0000000
PR|Guaraituba           |83418000|0000000
PR|Guarani              |85380000|0000000
PR|Guaraniaçu           |85400000|4109302
PR|Guarapuava           |00000000|4109401
PR|Guarapuavinha        |85609150|0000000
PR|Guaraqueçaba         |83390000|4109500
PR|Guararema            |84193300|0000000
PR|Guaratuba            |83280000|4109609
PR|Guaraúna             |84534000|0000000
PR|Guaravera            |86120000|0000000
PR|Guardamoria          |84277800|0000000
PR|Harmonia             |84275000|0000000
PR|Herculândia          |87527000|0000000
PR|Herval Grande        |85326000|0000000
PR|Herveira             |87348000|0000000
PR|Herveira             |85360000|0000000
PR|Hidrelétrica Itaipu  |85873000|0000000
PR|Honório Serpa        |85548000|4109658
PR|Iarama               |87523600|0000000
PR|Ibaiti               |84900000|4109708
PR|Ibema                |85478000|4109757
PR|Ibiaci               |86143000|0000000
PR|Ibiporã              |86200000|4109807
PR|Içara                |86744000|0000000
PR|Icaraíma             |87530000|4109906
PR|Icatu                |87935000|0000000
PR|Igrejinha            |85127000|0000000
PR|Iguaraçu             |86750000|4110003
PR|Iguatemi             |87103000|0000000
PR|Iguatu               |85423000|4110052
PR|Iguiporã             |85972000|0000000
PR|Ilha do Mel          |83251000|0000000
PR|Ilha dos Valadares   |83252000|0000000
PR|Imbaú                |84250000|4110078
PR|Imbauzinho           |84279300|0000000
PR|Imbituva             |84430000|4110102
PR|Inácio Martins       |85155000|4110201
PR|Inajá                |87670000|4110300
PR|Independência        |85514600|0000000
PR|Indianópolis         |87210000|4110409
PR|Inspetor Carvalho    |83155000|0000000
PR|Invernada            |84197900|0000000
PR|Invernadinha         |85129000|0000000
PR|Iolópolis            |85578000|0000000
PR|Ipiranga             |83729300|4110508
PR|Ipiranga             |85926750|4110508
PR|Ipiranga             |84450000|4110508
PR|Iporã                |87560000|4110607
PR|Iracema do Oeste     |85833000|4110656
PR|Irapuan              |87267000|0000000
PR|Irati                |84500000|4110706
PR|Irerê                |86115000|0000000
PR|Iretama              |87280000|4110805
PR|Itaguajé             |86670000|4110904
PR|Itaiacoca            |84110000|0000000
PR|Itaipulândia         |85880000|4110953
PR|Itambaracá           |86375000|4111001
PR|Itambé               |83649150|4111100
PR|Itambé               |87175000|4111100
PR|Itapanhacanga      |84196900|0000000
PR|Itapara            |84515000|0000000
PR|Itapejara d'Oeste  |85580000|4111209
PR|Itaperuçu          |83560000|4111258
PR|Itaqui             |83649800|0000000
PR|Itaúna do Sul      |87980000|4111308
PR|Itinga             |83251350|0000000
PR|Ivaí               |84460000|4111407
PR|Ivailândia         |87275000|0000000
PR|Ivaiporã           |86870000|4111506
PR|Ivaitinga          |87620000|0000000
PR|Ivaté              |87525000|4111555
PR|Ivatuba            |87130000|4111605
PR|Jaborandi          |87523400|0000000
PR|Jaboti             |84930000|4111704
PR|Jaboticabal        |84128000|0000000
PR|Jaburu             |84126500|0000000
PR|Jacaré             |85609450|0000000
PR|Jacarezinho        |86400000|4111803
PR|Jaciaba            |84420000|0000000
PR|Jacutinga          |85607000|0000000
PR|Jacutinga          |85653000|0000000
PR|Jacutinga          |85164000|0000000
PR|Jacutinga          |86878000|0000000
PR|Jaguapitã          |86610000|4111902
PR|Jaguariaíva        |84200000|4112009
PR|Jandaia do Sul     |86900000|4112108
PR|Jangada            |87569000|0000000
PR|Jangada do Sul     |84664000|0000000
PR|Janiópolis         |87380000|4112207
PR|Japira             |84920000|4112306
PR|Japurá             |87225000|4112405
PR|Jaracatiá          |87364000|0000000
PR|Jardim             |86107000|0000000
PR|Jardim Alegre      |86860000|4112504
PR|Jardim Olinda      |87690000|4112603
PR|Jardim Paredão     |87552000|0000000
PR|Jardinópolis       |86335000|0000000
PR|Jataizinho         |86210000|4112702
PR|Javacaé            |83649400|0000000
PR|Jesuítas           |85835000|4112751
PR|Joá                |86457000|0000000
PR|Joaquim Távora     |86455000|4112801
PR|Jordãozinho        |85138600|0000000
PR|José Lacerda       |84330000|0000000
PR|Juciara            |86923000|0000000
PR|Jundiaí do Sul     |86470000|4112900
PR|Juranda            |87355000|4112959
PR|Jussara            |87230000|4113007
PR|Juvinópolis        |85821000|0000000
PR|Kaloré             |86920000|4113106
PR|km 30              |84279100|0000000
PR|Lagoa              |84279000|0000000
PR|Lagoa              |84193100|0000000
PR|Lagoa Bonita       |84196400|0000000
PR|Lagoa dos Ribas    |84197300|0000000
PR|Lagoa Dourada      |84127800|0000000
PR|Lagoa Seca         |85137400|0000000
PR|Lagoa Verde        |83848000|0000000
PR|Lagoinha                 |84279200|0000000
PR|Lajeado                  |83910000|0000000
PR|Lajeado                  |84125300|0000000
PR|Lajeado                  |84198700|0000000
PR|Lajeado Bonito           |84360000|0000000
PR|Lajeado Grande           |85132000|0000000
PR|Lambari                  |84295000|0000000
PR|Lapa                     |83750000|4113205
PR|Laranja Azeda            |84277400|0000000
PR|Laranjal                 |85275000|4113254
PR|Laranjeiras do Sul       |00000000|4113304
PR|Lavra                    |83649300|0000000
PR|Lavrinha                 |85102000|0000000
PR|Lavrinha                 |84928000|0000000
PR|Leópolis                 |86330000|4113403
PR|Lerroville               |86123000|0000000
PR|Lidianópolis             |86865000|4113429
PR|Lindoeste                |85826000|4113452
PR|Linha Giacomini          |85926650|0000000
PR|Loanda                   |87900000|4113502
PR|Lobato                   |86790000|4113601
PR|Londrina                 |00000000|4113700
PR|Lopei                    |85927800|0000000
PR|Lovat                    |87520000|0000000
PR|Luar                     |86931000|0000000
PR|Luiziana                 |87290000|4113734
PR|Lunardelli               |86935000|4113759
PR|Lupionópolis             |86635000|4113809
PR|Macaco                   |84198600|0000000
PR|Macucos                  |85134000|0000000
PR|Mairá                    |86638000|0000000
PR|Maitá                    |85137100|0000000
PR|Mallet                   |84570000|4113908
PR|Malu                     |87245000|0000000
PR|Mamborê                  |87340000|4114005
PR|Mandaçaia                |85138000|0000000
PR|Mandaguaçu               |87160000|4114104
PR|Mandaguari               |86975000|4114203
PR|Mandiocaba               |87729400|0000000
PR|Mandirituba              |83800000|4114302
PR|Manfrinópolis            |85628000|4114351
PR|Mangueirinha             |85540000|4114401
PR|Manoel Ribas             |85260000|4114500
PR|Marabá                   |87458000|0000000
PR|Maracanã                 |84197500|0000000
PR|Marajó                   |85412000|0000000
PR|Maravilha                |86110000|0000000
PR|Maravilha                |85775000|0000000
PR|Marcelino                |83168000|0000000
PR|Marcionópolis            |85720000|0000000
PR|Marechal Cândido Rondon  |85960000|4114609
PR|Margarida                |85974000|0000000
PR|Maria Helena             |87480000|4114708
PR|Maria Luiza              |83251750|0000000
PR|Marialva                 |86990000|4114807
PR|Mariental                |83760000|0000000
PR|Marilândia do Sul        |86825000|4114906
PR|Marilena                 |87960000|4115002
PR|Marilu                   |87282000|0000000
PR|Mariluz                      |87470000|4115101
PR|Marimbondo                   |84943000|0000000
PR|Maringá                      |00000000|4115200
PR|Mariópolis                   |85525000|4115309
PR|Maripá                       |85955000|4115358
PR|Maristela                    |87753000|0000000
PR|Mariza                       |86947000|0000000
PR|Marmelândia                  |85778000|0000000
PR|Marmeleiro                   |85615000|4115408
